projection_status,diagnostic_layer,diagnostic_class,edit_signature,target_count,source_type_count,total_occurrences,count_2020,count_2021,count_2022,count_2023,count_2024,count_2025,example_targets_json
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:NG>N;SUB:M>N,1,1,1,0,0,0,1,0,0,"[""폐무린간바께""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:P;SUB:B>Y;SUB:NG>N;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""펴닌건가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:S;SUB:SS>Y;SUB:B>P;RULE_ONLY:L,1,1,1,0,1,0,0,0,0,"[""쇼핑플랟폼""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:S;SUB:SS>Y;SUB:B>P;RULE_ONLY:W,1,1,1,0,0,0,0,1,0,"[""쇼핑과네서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:S;SUB:SS>Y;SUB:B>P;RULE_ONLY:W;RULE_ONLY:N,1,1,1,0,0,0,0,1,0,"[""쇼핑광이언나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:S;SUB:SS>Y;SUB:B>P;RULE_ONLY:Y;RULE_ONLY:N,1,1,1,0,0,0,0,0,1,"[""쇼핑하션나요""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:CH;SUB:J>W,1,1,1,0,1,0,0,0,0,"[""퇴물취그파더라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:G;RULE_ONLY:W,1,1,1,0,0,0,0,1,0,"[""퇴직끔과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:G;RULE_ONLY:Y,1,1,1,0,0,0,1,0,0,"[""퇴직끄미면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:G;SUB:NG>L;SUB:N>Y,1,1,1,0,1,0,0,0,0,"[""퇴직류리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:K;SUB:G>W,1,1,1,0,0,0,1,0,0,"[""퇴새콰가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:L;RULE_ONLY:N,1,1,1,1,0,0,0,0,0,"[""튀어올란는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:PP;RULE_ONLY:N,1,1,1,0,1,0,0,0,0,"[""튀김곰보빵이언나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:T;SUB:D>W,1,1,1,0,1,0,0,0,0,"[""튀튀기믈""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:Y;SUB:M>NG,1,1,1,0,0,1,0,0,0,"[""출퇴그뇽바께""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;RULE_ONLY:Y;SUB:N>NG,1,1,1,0,0,1,0,0,0,"[""출퇴그뇽도""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;SUB:AE>E;RULE_ONLY:Y,1,1,1,1,0,0,0,0,0,"[""자퇴핻꺼드뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>W;SUB:NG>N;RULE_ONLY:Y,1,1,1,0,0,1,0,0,0,"[""퇴근기리죠""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:L;SUB:NG>N,1,1,1,0,0,0,0,1,0,"[""튤리빈가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:N;RULE_ONLY:Y,1,1,1,0,0,0,1,0,0,"[""버텯껜냐""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;RULE_ONLY:W;RULE_ONLY:N,1,1,1,0,0,1,0,0,0,"[""버텨봔는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:T;SUB:D>Y;SUB:G>K,1,1,1,0,0,0,1,0,0,"[""부텨노키도""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:AE;SUB:E>G;SUB:E>AE,1,1,1,0,1,0,0,0,0,"[""꽥꽥꺼리는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:AE;SUB:E>G;SUB:E>AE;SUB:NG>N,1,1,1,0,0,0,0,1,0,"[""꽥꽤긴가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:CH;SUB:J>W;RULE_ONLY:G;RULE_ONLY:Y;SUB:N>NG,1,1,1,0,1,0,0,0,0,"[""사회취약꼐층들""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:CH;SUB:J>W;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""영화촤령""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:D,1,1,1,0,1,0,0,0,0,"[""귇쩌네서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:EO,1,1,1,0,0,0,0,0,1,"[""황그뭔숭이""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:G;RULE_ONLY:G;RULE_ONLY:Y,1,1,1,1,0,0,0,0,0,"[""과학꼬등학꾜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:G;RULE_ONLY:N,1,1,1,0,1,0,0,0,0,"[""확꼬핸네""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:N,1,1,1,1,0,0,0,0,0,"[""확꼬하션는데""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:G;SUB:NG>L;SUB:N>Y;SUB:NG>N,1,1,1,0,0,0,0,0,1,"[""확류리라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:H,1,1,1,0,1,0,0,0,0,"[""줘써야하는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:K;SUB:G>W;RULE_ONLY:G;SUB:NG>L;SUB:N>Y,1,1,1,0,1,0,0,0,0,"[""화콱률""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:K;SUB:G>W;SUB:N>NG,1,1,1,0,1,0,0,0,0,"[""광여콰장장""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:L,1,1,1,0,0,0,1,0,0,"[""쏼라퍼니라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:G,1,1,1,0,1,0,0,0,0,"[""괄리직까지""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:P;SUB:B>Y;SUB:N>NG,1,1,1,0,0,0,0,1,0,"[""괄람평드를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y,1,1,1,0,0,0,0,1,0,"[""대괄료도""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W,1,1,1,0,1,0,0,0,0,"[""궐려콰""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:NG,1,1,1,0,0,0,0,0,1,"[""대괄령에서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y;RULE_ONLY:W;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""괄련된거라""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y;SUB:K>G,1,1,1,0,0,0,0,0,1,"[""공궐려긔""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;RULE_ONLY:Y;SUB:M>NG,1,1,1,0,0,0,0,0,1,"[""재활룡품드를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:M>N,1,1,1,0,0,0,1,0,0,"[""괄리인분한테""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:N>Y;RULE_ONLY:Y,1,1,1,0,0,1,0,0,0,"[""황령사녀게서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:N>Y;SUB:M>N,1,1,1,0,0,0,0,1,0,"[""황령산바께""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:N>Y;SUB:N>NG,1,1,1,0,0,0,0,1,0,"[""활동량드를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:N>Y;SUB:NG>N,1,1,1,1,0,0,0,0,0,"[""황령사니라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:L;SUB:NG>N;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""매장괄리라든가아니면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:NG;RULE_ONLY:L,1,1,1,0,0,1,0,0,0,"[""서뢍설래""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:NG;SUB:M>P;SUB:B>Y;RULE_ONLY:Y;RULE_ONLY:N,1,1,1,0,0,0,0,1,0,"[""황폐해젿껜나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:P;SUB:B>Y;RULE_ONLY:L,1,1,1,0,0,1,0,0,0,"[""괴로펻낄래""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:P;SUB:B>Y;RULE_ONLY:W;SUB:M>N,1,1,1,0,1,0,0,0,0,"[""화폐방물관보다는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:P;SUB:B>Y;RULE_ONLY:W;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""화폐방물과닌가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:T;SUB:D>Y,1,1,1,0,0,1,0,0,0,"[""곽튜브바께""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:W;RULE_ONLY:G,1,1,1,0,0,1,0,0,0,"[""생활과학꼬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:W;RULE_ONLY:W;SUB:E>AE;SUB:NG>N,1,1,1,0,0,0,0,1,0,"[""활성화됀는가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:W;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,0,0,1,0,0,0,"[""보그퐈되려며는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:W;SUB:E>AE;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""일반화됃따든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:W;SUB:N>Y;SUB:NG>N,1,1,1,0,0,0,0,1,0,"[""시민회관정육씩땅인가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:W;SUB:NG>G,1,1,1,0,0,0,1,0,0,"[""사회과학때학쌩이라서""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:W;RULE_ONLY:Y;RULE_ONLY:NG,1,1,1,1,0,0,0,0,0,"[""되나이뱡에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:Y;RULE_ONLY:W;SUB:NG>N,1,1,1,0,0,0,0,1,0,"[""환경미화워니라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:Y;SUB:M>N,1,1,1,1,0,0,0,0,0,"[""권현비니라는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:Y;SUB:M>N;RULE_ONLY:Y;RULE_ONLY:N,1,1,1,0,0,1,0,0,0,"[""광견병이언나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:Y;SUB:N>NG;RULE_ONLY:W;SUB:E>AE,1,1,1,0,1,0,0,0,0,"[""화룡됀는지""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;RULE_ONLY:Y;SUB:N>Y;SUB:NG>N,1,1,1,0,0,1,0,0,0,"[""광명여긴가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:E>AE;RULE_ONLY:L,1,1,1,0,0,0,0,0,1,"[""홷뿔로리""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:E>AE;RULE_ONLY:N;RULE_ONLY:Y,1,1,1,0,0,1,0,0,0,"[""됃껜냐""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:E>AE;RULE_ONLY:W,1,1,1,0,0,0,0,1,0,"[""홷뿔과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:E>AE;RULE_ONLY:Y;RULE_ONLY:H,1,1,1,0,0,0,1,0,0,"[""돼느냐하는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:E>AE;RULE_ONLY:Y;RULE_ONLY:H;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""됀냐하면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:E>AE;SUB:NG>N;RULE_ONLY:W,1,1,1,0,0,0,0,1,0,"[""임지놰란과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:M>N;RULE_ONLY:L,1,1,1,0,1,0,0,0,0,"[""개권보컬로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:M>N;RULE_ONLY:W,1,1,1,0,0,0,0,0,1,"[""지권분들과""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:M>N;SUB:N>NG,1,1,1,1,0,0,0,0,0,"[""지권분드리랑도""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:M>NG;SUB:T>D;SUB:NG>N,1,1,1,0,0,0,1,0,0,"[""광부드리라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:N>NG;RULE_ONLY:W;SUB:NG>N,1,1,1,0,0,0,0,0,1,"[""확짱되는구나라고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:N>NG;SUB:M>N,1,1,1,0,0,0,1,0,0,"[""과학쫑전바는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:N>NG;SUB:NG>G;RULE_ONLY:Y,1,1,1,1,0,0,0,0,0,"[""광주대학꾜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>G;RULE_ONLY:N,1,1,1,0,0,0,0,1,0,"[""화학쌍이언나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>G;RULE_ONLY:W;RULE_ONLY:Y,1,1,1,0,0,0,1,0,0,"[""사회복찌학꽈엳꺼드뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>G;SUB:N>L;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""확립씨켜""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>G;SUB:NG>N,1,1,1,0,0,0,1,0,0,"[""화학쭈만큼""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;RULE_ONLY:L,1,1,1,0,0,0,0,0,1,"[""관광객뜰로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;SUB:E>AE,1,1,1,1,0,0,0,0,0,"[""환기됃떤""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;SUB:N>NG;RULE_ONLY:G,1,1,1,0,0,0,1,0,0,"[""관광통역싸""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;SUB:N>NG;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,1,0,0,0,0,0,"[""관광지냐며는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W;SUB:NG>N,1,1,1,0,0,1,0,0,0,"[""관광객뜨리라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;RULE_ONLY:Y;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,0,0,0,0,0,1,"[""무러봐썬냐며뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:W;SUB:NG>N;SUB:P>B,1,1,1,0,0,0,0,1,0,"[""차관그븨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:B;RULE_ONLY:D;RULE_ONLY:L,1,1,1,0,0,0,0,0,1,"[""겹빧침들로""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:B;SUB:M>L;SUB:N>Y;RULE_ONLY:W;SUB:E>AE,1,1,1,0,1,0,0,0,0,"[""협력뙈""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:B;SUB:M>L;SUB:N>Y;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,0,0,0,0,0,1,"[""협려카려면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:B;SUB:M>L;SUB:N>Y;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""협력쩌긴가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:B;SUB:P>H,1,1,1,0,1,0,0,0,0,"[""사료갑하고""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:EU_G;RULE_ONLY:G,1,1,1,0,0,1,0,0,0,"[""청년희망적끔""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:EU_G;SUB:NG>G;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""경희대학꾜라는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:EU_G;SUB:NG>N,1,1,1,0,0,0,0,1,0,"[""바견희라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:G;RULE_ONLY:W;SUB:NG>N;RULE_ONLY:W,1,1,1,0,0,0,0,0,1,"[""교육꽌과에""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:W,1,1,1,0,0,0,0,0,1,"[""청년도약꼐좌""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""교육꼐라면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:G;SUB:N>NG,1,1,1,0,0,0,1,0,0,"[""개혁꽁장을""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:G;SUB:NG>L;SUB:N>Y;SUB:K>G,1,1,1,0,0,1,0,0,0,"[""공격려긔""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:G;SUB:NG>L;SUB:N>Y;SUB:NG>N,1,1,1,0,0,0,0,0,1,"[""그뉵량이라든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:H;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,0,1,0,0,0,0,"[""드러간냐하며뇨""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W;RULE_ONLY:N,1,1,1,0,0,0,0,1,0,"[""현대배콰저미언나""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W;RULE_ONLY:Y,1,1,1,0,0,0,0,0,1,"[""무려콰시켣씀니다""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:K;SUB:G>W;SUB:E>AE;RULE_ONLY:Y;RULE_ONLY:Y,1,1,1,0,0,0,0,0,1,"[""경쾌해젿쬬""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:L;SUB:B>P;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""하계올림피긴가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:L;SUB:N>Y;RULE_ONLY:K;SUB:G>Y,1,1,1,1,0,0,0,0,0,"[""병례트켸라는""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:L;SUB:N>Y;RULE_ONLY:W;RULE_ONLY:Y,1,1,1,0,0,1,0,0,0,"[""경력딴절되면""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:L;SUB:N>Y;SUB:M>NG,1,1,1,0,0,0,1,0,0,"[""명령바다""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:M;SUB:NG>N,1,1,1,0,0,0,0,0,1,"[""배귝씸마닌가가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,multiple_segment_count_difference,RULE_ONLY:Y;RULE_ONLY:N;RULE_ONLY:G;RULE_ONLY:Y;RULE_ONLY:W,1,1,1,0,0,0,0,0,1,"[""청년내일저축꼐좌를""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:N;SUB:NG>N,1,1,1,0,1,0,0,0,0,"[""느껸나든가""]"
hold_no_unanimous_exact_context_donor,substantive_difference_candidate,mixed_or_cross_group_difference,RULE_ONLY:Y;RULE_ONLY:NG;SUB:M>P;SUB:B>Y;RULE_ONLY:N,1,1,1,0,0,0,0,0,1,"[""형펴니언는데""]"
